Name,A/L_Subjects,Your_choise,Parent_Income,District,City,Degree_University,University_City
ddineshkumar,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
naveen2393,Science,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
7790ashish,Commerce,Computing,180000,Colombo,Bambalapitiya,Computer Science - Australian College of Business and Technology(ACBT),
sivaramhari299,Arts,Business,100000,Colombo,Hanwella,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
german_shepherd,Commerce,Computing,140000,Colombo,Kosgama,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
Rashmi_Mahadev,Arts,Business,120000,Colombo,Piliyandala,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
Ms.Purple,Commerce,Computing,150000,Colombo,Kotte,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
sunil86s,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
nidhi,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
divakar109,Commerce,Computing,180000,Colombo,Kottawa,Computer Science - General Sir John Kotelawala Defence University,
vickybogs,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
payalvg,Commerce,Business,180000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
kumaradevan.r,Science,Computing,220000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
abhijosh92,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
Despera,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
Samtok,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
GradschoolUSA,Commerce,Business,170000,Anuradhapura,Anuradhapura,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
UncleScrooge,Technology,Computing,160000,Mannar,Mannar,Computer Science - Informatics Institute of Technology Sri Lanka(IIT),
TwinklingStar589,Arts,Business,160000,Galle,Galle,International Management - BMS Business Management School,
ab_tall,Science,Computing,150000,Galle,Hikkaduwa,Computer Science - General Sir John Kotelawala Defence University,
shn_09,Science,Computing,175000,Galle,Galle,Computer Science - General Sir John Kotelawala Defence University,
Charles23,Commerce,Business,175000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
rutz,Arts,Business,175000,Colombo,Avissawella,Management Information System - Sri Lanka Institute of Information Technology(SLIIT),
ryavied,Maths,Business,300000,Gampaha,Kelaniya,Management in Marketing - Horizon Campus,
vibhore.response,Commerce,Business,250000,Matara,Matara,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
nishit_rao,Maths,Engineering,250000,Gampaha,Wattala,Electrical & Electronic Engineering - NSBM Green University,
maquebex,Commerce,Computing,100000,Colombo,Avissawella,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
yamasanirahul1,Arts,Humanities & Science,100000,Gampaha,Negombo,Law - Sri Lanka Institute of Information Technology(SLIIT),
cd2212,Arts,Agriculture,100000,Matara,Matara,Agriculture Economics - Postgraduate Institute of Agriculture University of Peradeniya,
nagendra3901,Commerce,Business,170000,Gampaha,Kelaniya,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
prachidalal1988,Science,Computing,100000,Colombo,Moratuwa,Software Engineering - General Sir John Kotelawala Defence University,
sriharshak,Arts,Computing,100000,Kalutara,Panadura,Software Engineering - General Sir John Kotelawala Defence University,
bizentass,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
agpriya,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
dadahayat,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
revolution24,Commerce,Engineering,120000,Gampaha,Nittambuwa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Dushyanth90,Maths,Computing,140000,Matara,Matara,Software Engineering - ICBT,
gocric,Science,Architecture,150000,Kandy,Peradeniya,Architects - Sri Lanka Institute of Information Technology(SLIIT),
Beast29,Arts,Humanities & Science,180000,Colombo,Kottawa,Broadcasting & Journalism - National Institute of Business Management,
elan_arr,Science,Computing,180000,Colombo,Moratuwa,Software Engineering - ESOFT Metro Campus,
110kar3685,Commerce,Business,180000,Colombo,Koswatta,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
drusta,Science,Computing,220000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
bitsleepy,Maths,Computing,190000,Colombo,Rathmalana,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
mycoolbro,Arts,Business,90000,Badulla,Narangala,HR Management - NSBM Green University,
jasmin.adeshara,Science,Engineering,100000,Jaffna,Jaffna,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
varsha44,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
Nile,Science,Agriculture,100000,Gampaha,Kiribathgoda,Architects - Sri Lanka Institute of Architects,
Parikshit141,Maths,Architecture,100000,Galle,Galle,Architects - Sri Lanka Institute of Architects,
The_Heisenberg,Maths,Engineering,100000,Hambantota,Hambantota,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
preetijoli,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
balajinandhu,Maths,Engineering,175000,Gampaha,Negombo,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ashwintk,Maths,Architecture,175000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
frankenstien,Maths,Engineering,90000,Colombo,Koswatta,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
lhn9021,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
bonfreak,Science,Business,150000,Colombo,Kottawa,HR Management - NSBM Green University,
patyogesh,Maths,Business,180000,Colombo,Koswatta,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
jaya_12285,Technology,Computing,180000,Colombo,Homagama,Computer Networks - NSBM Green University,
werewolf,Commerce,Computing,180000,Colombo,Kottawa,Computer Science - General Sir John Kotelawala Defence University,
naveepr,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
nidhishetty,Maths,Engineering,125000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Mihir Kulkarni,Maths,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
vaibhav.baliga,Maths,Computing,125000,Gampaha,Negombo,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
janani123,Maths,Engineering,100000,Kandy,Kandy,Computer System Engineering - NSBM Green University,
targategre,Science,Humanities & Science,100000,Kandy,Kandy,Biological Science - Horizon Campus,kandy
pramod,Science,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
Roger1312,Arts,Humanities & Science,125000,Matara,Matara,Law - Sri Lanka Institute of Information Technology(SLIIT),
akashparmar,Maths,Computing,175000,Kurunagala,Polgasowita,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
PBPrasad,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
neeraj587,Maths,Computing,175000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
rohan514,Science,Computing,125000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
yogeshpingle20,Maths,Computing,125000,Kandy,Kandy,Networking & Mobile Computing - Horizon Campus,
ovsanju,Science,Computing,125000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
prakyath,Maths,Engineering,100000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
santhosh2488,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
netken,Science,Humanities & Science,150000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
piyudwi88,Maths,Computing,90000,Galle,Galle,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
yashkarandikar,Arts,Business,175000,Hambantota,Hambantota,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
keetus89,Arts,Computing,90000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
thefalcon,Commerce,Computing,120000,Colombo,Thalawathugoda,Computer Science - Australian College of Business and Technology(ACBT),
tarun.vyas15,Science,Computing,120000,Colombo,Rathmalana,Information Technology - General Sir John Kotelawala Defence University,
hawkgirl,Maths,Engineering,120000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
abhay157,Arts,Business,140000,Kurunagala,Polgasowita,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
ravianand87,Arts,Computing,150000,Kurunagala,Kurunagala,Data Science - Sri Lanka Institute of Information Technology(SLIIT),
ShravanSP,Maths,Humanities & Science,150000,Kurunagala,Kuliyapitiya,Broadcasting & Journalism - National Institute of Business Management,
tadasa,Commerce,Computing,150000,Kandy,Pilimathalawa,Networking & Mobile Computing - Horizon Campus,
rons05.somani,Science,Agriculture,180000,Ratnapura,Ratnapura,Agriculture Biology - Institute for Agro-Technology and Rural Sciences,
lava.atluri,Arts,Hospitality & Culinary,180000,Matara,Matara,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
rudran88,Maths,Architecture,180000,Galle,Galle,Architects - General Sir John Kotelawala Defence University,
Aspirin,Commerce,Business,220000,Colombo,Hokandara,Management in Marketing - Horizon Campus,
nikhilpec,Commerce,Humanities & Science,190000,Colombo,Pannipitiya,Law - Sri Lanka Institute of Information Technology(SLIIT),
vedant_M,Arts,Computing,180000,Gampaha,Kiribathgoda,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
vipuljaveri,Science,Agriculture,180000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
gksb88,Arts,Agriculture,170000,Colombo,Angoda,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
theKillerStrat,Science,Humanities & Science,160000,Kalutara,Katukurunda,Quantity Surveying - University of Vocational Technology Ratmalana,
AS93,Science,Computing,160000,Kalutara,Beruwala,Data Science - General Sir John Kotelawala Defence University,
mech42,Commerce,Agriculture,150000,Colombo,Kolonnawa,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
aimus,Maths,Computing,175000,Galle,Ambalangoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
rogerdakota5,Science,Computing,175000,Colombo,Kotikawatta,Computer Networking - ESOFT Metro Campus,
chetan007kumar,Maths,Computing,180000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
anumits,Science,Engineering,300000,Colombo,Rajagiriya,Electrical & Electronic Engineering - General Sir John Kotelawala Defence University,
Shreyas_Bhat,Commerce,Business,250000,Colombo,Kottawa,Marketing management - NSBM Green University,
agarwalnitesh,Maths,Computing,250000,Ratnapura,Pelmadulla,Computer Networks - NSBM Green University,
dakshasrani,Science,Business,100000,Kalutara,Horana,Marketing management - NSBM Green University,
abhisheksanghvi,Maths,Computing,100000,Colombo,Padukka,Computer Science - Australian College of Business and Technology(ACBT),
akshaypb16,Science,Computing,100000,Badulla,Bandarawela,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
shahrukhkhan1986,Arts,Music & Drama,120000,Badulla,Badulla,Visual Arts - university of visual and performing arts,
mahdinanaz,Arts,Business,120000,Puttalam,Wennappuwa,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
batmna1412,Arts,Humanities & Science,120000,Gampaha,Kiribathgoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
karunreddy91,Commerce,Business,150000,Badulla,Narangala,Marketing management - NSBM Green University,
skariaroy,Commerce,Business,150000,Colombo,Thalawathugoda,Accounting & Finance - Asia Pacific Institute of Information Technology Sri Lanka,
ameygawde,Commerce,Computing,150000,Anuradhapura,Anuradhapura,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
dj_nitrkl,Arts,Designing,180000,Mannar,Mannar,Fashion Design - National Institute of Business Management,
balachandar,Commerce,Business,180000,Colombo,Kollupitiya,HND - IDM University,
pushkarsp16,Commerce,Humanities & Science,180000,Trincomalee,Trincomalee,Law - Sri Lanka Institute of Information Technology(SLIIT),
aparajith.chandran,Maths,Business,175000,Colombo,Rathmalana,HR Management - BMS Business Management School,
rg_89,Arts,Business,175000,Colombo,Kottawa,Marketing management - NSBM Green University,
dipun4ever,Commerce,Business,175000,Colombo,Moratuwa,HR Management - BMS Business Management School,
tanmay_mehrotra,Science,Computing,300000,Colombo,Koswatta,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
shubhrasinha2,Maths,Computing,250000,Colombo,Homagama,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
Suda88,Arts,Computing,175000,Kalutara,Kalutara,Software Engineering - ICBT,
srisudha14,Arts,Computing,175000,Kalutara,Aluthgama,Information Technology - General Sir John Kotelawala Defence University,
rambabu.nethi,Maths,Architecture,100000,Kalutara,Wadduwa,Architects - General Sir John Kotelawala Defence University,
ruwan,Commerce,Computing,170000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
flyingaway,Science,Engineering,100000,Galle,Galle,Civil Engineering - General Sir John Kotelawala Defence University,
BinitKumar,Arts,Humanities & Science,100000,Hambantota,Hambantota,Law - Sri Lanka Institute of Information Technology(SLIIT),
janu,Maths,Engineering,100000,Colombo,Kottawa,Civil Engineering - General Sir John Kotelawala Defence University,
sudarshan_ramsub,Commerce,Computing,175000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
adeeshag,Commerce,Business,175000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
vensai28,Arts,Computing,180000,Gampaha,Kiribathgoda,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
krantiveer,Science,Agriculture,180000,Kandy,Kandy,Food Science & Technology - Postgraduate Institute of Agriculture University of Peradeniya,
ankitiitms,Arts,Agriculture,170000,Colombo,Angoda,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
mukulg,Science,Humanities & Science,160000,Kalutara,Katukurunda,Quantity Surveying - University of Vocational Technology Ratmalana,
Karteek.iitm,Science,Computing,160000,Kalutara,Beruwala,Data Science - General Sir John Kotelawala Defence University,
jeevan,Commerce,Agriculture,150000,Colombo,Kolonnawa,Bio Statistics - Postgraduate Institute of Agriculture University of Peradeniya,
shiri19,Maths,Computing,175000,Galle,Ambalangoda,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
ramman,Science,Computing,175000,Colombo,Kotikawatta,Computer Networking - ESOFT Metro Campus,
kaustubh420200,Maths,Computing,180000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
Suhash,Commerce,Business,150000,Hambantota,Hambantota,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
crueldevil19,Science,Business,150000,Matara,Matara,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
c2tarun,Maths,Computing,180000,Colombo,Malabe,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
sujathakswamy,Arts,Hospitality & Culinary,180000,Kalutara,Panadura,Patisserie Progremme - Sri Lanka Institute of Information Technology(SLIIT),
dumtaka2@yahoo.co.in,Science,Computing,180000,Colombo,Koswatta,Computer Science - Australian College of Business and Technology(ACBT),
anr007,Commerce,Computing,90000,Colombo,Kottawa,Computer Networks - NSBM Green University,
mrsk,Maths,Business,180000,Colombo,Rathmalana,HR Management - BMS Business Management School,
maheshkumar,Commerce,Computing,180000,Kalutara,Panadura,Computer Science - Australian College of Business and Technology(ACBT),
aju1234,Arts,Engineering,180000,Colombo,Kottawa,Automotive Engineering - ICBT,
Bharath.a.rao,Maths,Business,220000,Colombo,Koswatta,HR Management - BMS Business Management School,
pravinjothinathan,Arts,Computing,190000,Colombo,Homagama,Computer Networks - NSBM Green University,
tusharganguli,Arts,Computing,200000,Gampaha,Negombo,Information Technology - Sri Lanka Institute of Information Technology(SLIIT),
pm0279,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
sunnyynnus,Arts,Hospitality & Culinary,95000,Colombo,Kottawa,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
AnandMenon13,Commerce,Computing,150000,Gampaha,Kadawatha,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
akkibarot89,Maths,Engineering,150000,Gampaha,Kiribathgoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
abhaygc,Arts,Designing,150000,Kandy,Kandy,Fashion Design - National Institute of Business Management,
JimmX,Technology,Computing,150000,Gampaha,Negombo,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
parthnp,Technology,Engineering,150000,Kandy,Kandy,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
prairie_bluejay,Commerce,Business,150000,Kandy,Kandy,Management in Marketing - Horizon Campus,
Jason@143,Technology,Computing,175000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
VibhaKrish,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
dineshwong,Science,Humanities & Science,175000,Colombo,Homagama,English - Sri Lanka Institute of Information Technology(SLIIT),
dipun4university,Science,Computing,100000,Colombo,Kottawa,Computer Networks - NSBM Green University,
vinodh jerald,Commerce,Humanities & Science,175000,Colombo,Thalawathugoda,Law - Sri Lanka Institute of Information Technology(SLIIT),
raks91,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
vmishra705,Commerce,Business,220000,Colombo,Hokandara,Management in Marketing - Horizon Campus,
trial123,Maths,Business,220000,Colombo,Koswatta,HR Management - BMS Business Management School,
cool.aqua,Arts,Humanities & Science,100000,Hambantota,Hambantota,Law - Sri Lanka Institute of Information Technology(SLIIT),
mrsan22,Arts,Computing,175000,Kalutara,Kalutara,Software Engineering - ICBT,
howardroark,Maths,Business,300000,Gampaha,Kelaniya,Management in Marketing - Horizon Campus,
sri973,Maths,Humanities & Science,150000,Kurunagala,Kuliyapitiya,Broadcasting & Journalism - National Institute of Business Management,
rohit13,Maths,Engineering,125000,Gampaha,Kiribathgoda,Materials Engineering - Sri Lanka Institute of Information Technology(SLIIT),
KENT,Arts,Computing,190000,Colombo,Homagama,Computer Networks - NSBM Green University,
rajkumar_ramadoss,Maths,Business,150000,Kandy,Pilimathalawa,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
buntyalok06,Arts,Humanities & Science,175000,Ratnapura,Ratnapura,Broadcasting & Journalism - National Institute of Business Management,
albelaguy,Commerce,Humanities & Science,175000,Matara,Matara,Quantity Surveying - University of Vocational Technology Ratmalana,
devvinz,Science,Computing,175000,Galle,Galle,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
sphurti21,Science,Computing,150000,Galle,Galle,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
pradnya_mandavkar,Arts,Music & Drama,150000,Hambantota,Hambantota,Music - university of visual and performing arts,
amk1612,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
sam33rs,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
dsalim,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
SRK88,Arts,Humanities & Science,175000,Colombo,Koswatta,Law - Sri Lanka Institute of Information Technology(SLIIT),
amanchaurasia,Arts,Designing,100000,Matara,Matara,Fashion Design - National Institute of Business Management,
emelia28,Maths,Computing,175000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
abhijeetuike,Science,Computing,125000,Gampaha,Negombo,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
Valentino,Commerce,Computing,175000,Colombo,Kotikawatta,Computer Networking - ESOFT Metro Campus,
wineet1,Arts,Business,140000,Kurunagala,Polgasowita,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
shreeram.sjd,Commerce,Business,150000,Kandy,Kandy,Management in Marketing - Horizon Campus,
martin26,Technology,Computing,175000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
esselrao,Arts,Designing,175000,Matara,Matara,Fashion Design - National Institute of Business Management,
mehfuzur,Science,Humanities & Science,175000,Colombo,Homagama,English - Sri Lanka Institute of Information Technology(SLIIT),
nitishdalal,Arts,Music & Drama,140000,Colombo,Koswatta,Visual Arts - university of visual and performing arts,
prakashnm,Arts,Hospitality & Culinary,150000,Colombo,Homagama,Hospitality management - Sri Lanka Institute of Information Technology(SLIIT),
hari_judee,Arts,Business,90000,Galle,Galle,Business Analytics - Sri Lanka Institute of Information Technology(SLIIT),
vimalathithanus,Commerce,Engineering,120000,Hambantota,Hambantota,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
vishu.juneja,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
tundrawhip,Arts,Business,180000,Gampaha,Kiribathgoda,Logistics Management - Sri Lanka Institute of Information Technology(SLIIT),
vikasmb,Commerce,Business,250000,Matara,Weligama,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
udhgee,Maths,Computing,250000,Kandy,Kandy,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
patil.panks,Arts,Computing,160000,Colombo,Kottawa,Computer Networks - NSBM Green University,
saigoutham24,Science,Humanities & Science,175000,Colombo,Homagama,English - Sri Lanka Institute of Information Technology(SLIIT),
optimusprime340,Arts,Humanities & Science,175000,Colombo,Koswatta,Law - Sri Lanka Institute of Information Technology(SLIIT),
spraju,Commerce,Architecture,170000,Colombo,Kottawa,Architects - Sri Lanka Institute of Architects,
Gurualse,Science,Humanities & Science,160000,Kalutara,Katukurunda,Quantity Surveying - University of Vocational Technology Ratmalana,
anonym1,Science,Humanities & Science,150000,Gampaha,Kiribathgoda,Nursing - Sri Lanka Institute of Information Technology(SLIIT),
rdharani19,Arts,Designing,180000,Matara,Matara,Fashion Design - National Institute of Business Management,
kamikaze132,Technology,Computing,180000,Kalutara,Wadduwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
adithya_vijay,Maths,Engineering,175000,Kalutara,Panadura,Civil Engineering - General Sir John Kotelawala Defence University,
sahil1212,Arts,Business,175000,Kurunagala,Polgasowita,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
chandruvignesh,Commerce,Computing,300000,Kurunagala,Kurunagala,Computer Networks - NSBM Green University,
astronuatricky,Science,Music & Drama,250000,Colombo,Pannipitiya,Visual Arts - university of visual and performing arts,
avidraisinsaint,Arts,Humanities & Science,250000,Kandy,Pilimathalawa,Law - Sri Lanka Institute of Information Technology(SLIIT),
akshaybagi,Arts,Hospitality & Culinary,100000,Ratnapura,Ratnapura,Commercial Cookery - Sri Lanka Institute of Information Technology(SLIIT),
budhi15,Science,Computing,100000,Matara,Matara,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),matara
agbell049,Commerce,Computing,100000,Galle,Galle,Software Engineering - Sri Lanka Institute of Information Technology(SLIIT),
Pranith_shetty,Maths,Computing,120000,Colombo,Hokandara,Computer Science - Sri Lanka Institute of Information Technology(SLIIT),
tuborg,Arts,Agriculture,120000,Puttalam,Wennappuwa,Architects - Sri Lanka Institute of Architects,
prem3515,Technology,Architecture,140000,Matara,Matara,Architects - Sri Lanka Institute of Architects,
viraj071,Commerce,Business,150000,Badulla,Narangala,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
ami.sharma.18,Maths,Computing,150000,Colombo,Angoda,Computer Networking - ESOFT Metro Campus,
pnelakuditi,Arts,Engineering,150000,Kalutara,Katukurunda,Civil Engineering - General Sir John Kotelawala Defence University,
ameya_akn,Arts,Business,180000,Kalutara,Beruwala,Logistics Management - General Sir John Kotelawala Defence University,
arunbharadwaj1,Technology,Engineering,180000,Colombo,Kolonnawa,Civil Engineering - Sri Lanka Institute of Information Technology(SLIIT),
psethi87,Commerce,Engineering,180000,Galle,Ambalangoda,Mechanical Engineering - Sri Lanka Institute of Information Technology(SLIIT),
sirius18,Maths,Humanities & Science,100000,Colombo,Kotikawatta,Philosophy - National Institute of Fundamental Studies Sri Lanka,
subhadra,Arts,Computing,200000,Matara,Matara,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
prjwl7891,Arts,Music & Drama,100000,Colombo,Rajagiriya,Visual Arts - university of visual and performing arts,
neyo,Arts,Computing,175000,Colombo,Rathmalana,Computer Science - General Sir John Kotelawala Defence University,
raswashere,Technology,Computing,175000,Colombo,Kotikawatta,Computer Science - Australian College of Business and Technology(ACBT),
Sohamvlsiaddict,Commerce,Business,150000,Galle,Galle,Marketing Management - Asia Pacific Institute of Information Technology Sri Lanka,
justme123,Maths,Business,150000,Colombo,Koswatta,Marketing Management - Asia Pacific Institute of Information Technology Sri Lanka,
shruthi06,Arts,Music & Drama,100000,Kandy,Pilimathalawa,Music - university of visual and performing arts,
ajinkyachalke,Commerce,Business,100000,Matara,Matara,Accounting & Finance - Sri Lanka Institute of Information Technology(SLIIT),
NCA,Maths,Computing,100000,Matara,Matara,Data Science - General Sir John Kotelawala Defence University,
sumanthratakundla,Maths,Computing,175000,Colombo,Rathmalana,Data Science - General Sir John Kotelawala Defence University,
jazzyroamer,Maths,Business,175000,Kalutara,Panadura,Logistics Management - General Sir John Kotelawala Defence University,
jabba4life,Technology,Computing,125000,Colombo,Kottawa,Computer Networks - NSBM Green University,
tezz,Maths,Business,100000,Kandy,Pilimathalawa,Management in Marketing - Horizon Campus,
ashish3250,Arts,Humanities & Science,175000,Ratnapura,Ratnapura,Broadcasting & Journalism - National Institute of Business Management,
ankindian007,Commerce,Humanities & Science,175000,Matara,Matara,Quantity Surveying - University of Vocational Technology Ratmalana,
praneeth09m248,Arts,Computing,100000,Galle,Galle,Data Science - General Sir John Kotelawala Defence University,
jerry_5,Maths,Computing,100000,Colombo,Rathmalana,Software Engineering - General Sir John Kotelawala Defence University,
cognee12,Arts,Architecture,120000,Kandy,Katugastota,Architects - Sri Lanka Institute of Information Technology(SLIIT),
echoplex,Commerce,Business,125000,Hambantota,Hambantota,Marketing management - NSBM Green University,
varma.cvg,Commerce,Business,125000,Hambantota,Hambantota,HR Management - NSBM Green University,
arkham789,Arts,Business,125000,Colombo,Malabe,Business Management - Sri Lanka Institute of Information Technology(SLIIT),
nsh_india,Arts,Computing,125000,Kalutara,Panadura,Software Technology - University of Vocational Technology Ratmalana,
PROmad007,Science,Business,120000,Colombo,Moratuwa,HR Management - BMS Business Management School,
vedantbhatt,Technology,Engineering,120000,Colombo,Homagama,Electrical & Electronic Engineering - NSBM Green University,
vishalsekhar,Technology,Engineering,100000,Matara,Matara,Electrical & Electronic Engineering - NSBM Green University,
S.S.,Science,Computing,125000,Gampaha,Kiribathgoda,Cyber Security - Sri Lanka Institute of Information Technology(SLIIT),
utsav8,Science,Humanities & Science,150000,Gampaha,Kiribathgoda,Nursing - Sri Lanka Institute of Information Technology(SLIIT),
Chetan47,Arts,Designing,180000,Matara,Matara,Fashion Design - National Institute of Business Management,
kavya91,Technology,Computing,180000,Kalutara,Wadduwa,Software Engineering - Informatics Institute of Technology Sri Lanka(IIT),
